CUSTOMER_ID,POSTING_MONTH,CUSTOMER_CLAIMS,INCIDENT_COUNT,INCIDENT_RESOLVED_IN_TIME,IN_TIME_PAYMENT,INVOICE_ON_TIME,EU_VAT_ISSUE,GEOGRAPHY,ACTIVE_FLAG,CUSTOMER_SATISFACTION,CUSTOMER_RETAINED
CUST04375,01-09-2023,25,11,Yes,Yes,Yes,No,Oceania,Yes,3.7,Yes
CUST02297,01-04-2024,25,8,Yes,Yes,Yes,No,North America,No,3.2,No
CUST04929,01-08-2024,25,6,Yes,Yes,Yes,Yes,EU,Yes,4.6,Yes
CUST01732,01-11-2024,500,2,No,No,No,No,MEA,Yes,2.4,Yes
CUST03999,01-07-2023,10,8,Yes,Yes,Yes,No,South America,Yes,5,Yes
CUST02960,01-05-2024,100,0,Yes,Yes,Yes,No,APAC,Yes,3.6,Yes
CUST00939,01-01-2024,500,1,Yes,Yes,Yes,No,South America,Yes,2.9,No
CUST04620,01-06-2023,500,0,Yes,Yes,Yes,No,North America,Yes,3.5,Yes
CUST04556,01-03-2024,5,12,Yes,Yes,Yes,No,MEA,Yes,1.5,No
CUST02165,01-09-2023,500,3,No,No,Yes,No,APAC,Yes,2,No
CUST02874,01-09-2024,50,11,Yes,Yes,Yes,No,EU,Yes,3.3,No
CUST01451,01-02-2023,1000,0,Yes,Yes,Yes,No,MEA,Yes,4.2,Yes
CUST01204,01-12-2024,500,4,No,No,No,No,Oceania,Yes,2.3,Yes
CUST01873,01-12-2024,100,4,Yes,No,Yes,No,South America,Yes,3.1,No
CUST04492,01-07-2023,500,12,Yes,Yes,Yes,No,APAC,Yes,4.1,Yes
CUST03025,01-02-2024,50,7,Yes,Yes,Yes,No,North America,Yes,4.1,Yes
CUST02056,01-05-2023,5,8,Yes,No,Yes,Yes,EU,Yes,3.1,Yes
CUST02192,01-02-2024,100,1,Yes,Yes,Yes,No,South America,Yes,4.2,Yes
CUST01679,01-02-2023,50,10,Yes,Yes,Yes,No,Oceania,Yes,3.4,No
CUST04383,01-12-2023,50,11,Yes,Yes,Yes,No,North America,Yes,3.7,Yes
CUST02538,01-10-2023,10,1,Yes,Yes,Yes,No,South America,Yes,3.2,Yes
CUST01666,01-11-2024,25,4,Yes,Yes,Yes,Yes,EU,Yes,4.2,Yes
CUST04729,01-03-2023,500,7,Yes,Yes,Yes,No,APAC,Yes,3.7,Yes
CUST04825,01-05-2023,1000,0,Yes,Yes,Yes,No,Oceania,Yes,3.1,Yes
CUST04127,01-04-2024,50,7,Yes,Yes,Yes,No,APAC,Yes,3.9,Yes
CUST03012,01-05-2024,500,5,Yes,Yes,Yes,No,APAC,Yes,4.8,Yes
CUST00244,01-08-2024,25,9,No,No,No,No,APAC,Yes,1,No
CUST00140,01-09-2023,250,12,Yes,Yes,Yes,No,APAC,No,3.8,Yes
CUST02449,01-07-2023,250,11,No,No,No,No,EU,Yes,2.6,No
CUST00725,01-01-2023,50,12,Yes,No,Yes,No,South America,Yes,2.4,No
CUST01565,01-12-2024,25,12,No,Yes,No,No,North America,Yes,1.8,Yes
CUST04260,01-11-2024,1000,1,Yes,Yes,Yes,Yes,EU,Yes,3.9,Yes
CUST00104,01-09-2024,50,8,Yes,Yes,Yes,No,APAC,No,4,Yes
CUST04048,01-02-2023,500,12,Yes,Yes,Yes,No,North America,Yes,4.6,Yes
CUST00063,01-08-2024,250,9,Yes,Yes,Yes,No,MEA,Yes,3.2,No
CUST02063,01-04-2023,250,2,Yes,Yes,Yes,No,Oceania,Yes,5,Yes
CUST03870,01-11-2023,500,2,Yes,Yes,Yes,No,North America,Yes,3.7,Yes
CUST03566,01-12-2024,500,1,No,Yes,Yes,No,APAC,Yes,2.8,No
CUST02227,01-04-2024,250,0,Yes,Yes,Yes,No,EU,Yes,3.7,Yes
CUST01547,01-01-2023,1000,1,Yes,Yes,Yes,No,North America,Yes,2.1,No
CUST04823,01-02-2023,500,11,Yes,Yes,Yes,No,Oceania,Yes,3.8,Yes
CUST04073,01-08-2023,5,3,Yes,Yes,Yes,No,APAC,Yes,3.3,Yes
CUST04834,01-07-2024,250,9,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST03647,01-02-2024,250,7,Yes,Yes,Yes,No,Oceania,Yes,2.7,No
CUST01791,01-10-2023,25,2,Yes,No,Yes,No,North America,Yes,1,No
CUST00130,01-03-2023,25,1,Yes,No,Yes,No,APAC,Yes,2.9,Yes
CUST03016,01-10-2024,5,9,Yes,Yes,Yes,No,APAC,Yes,3.3,No
CUST00927,01-04-2024,25,1,No,No,No,No,South America,Yes,1.5,No
CUST01981,01-07-2023,5,7,No,No,No,No,North America,Yes,2.4,Yes
CUST01726,01-06-2024,500,2,Yes,Yes,Yes,No,EU,Yes,4.1,Yes
CUST01820,01-10-2024,1000,11,Yes,Yes,Yes,No,MEA,Yes,3.5,Yes
CUST04545,01-10-2023,50,4,Yes,Yes,Yes,No,North America,Yes,5,Yes
CUST02208,01-10-2023,50,6,Yes,No,Yes,No,Oceania,Yes,3.1,No
CUST03289,01-02-2023,50,5,Yes,Yes,Yes,No,South America,Yes,5,Yes
CUST04784,01-04-2024,5,12,Yes,Yes,Yes,No,MEA,Yes,3.2,No
CUST02896,01-01-2024,10,2,No,Yes,Yes,No,North America,Yes,2.8,Yes
CUST01757,01-04-2023,100,5,Yes,No,Yes,No,Oceania,Yes,2.7,No
CUST02538,01-07-2023,5,10,Yes,Yes,Yes,No,South America,Yes,2.1,No
CUST02328,01-07-2024,25,1,Yes,Yes,Yes,No,South America,Yes,4.6,Yes
CUST02129,01-05-2024,100,7,No,Yes,No,No,APAC,Yes,2.5,No
CUST03197,01-08-2023,100,9,Yes,Yes,Yes,No,Oceania,Yes,5,Yes
CUST02218,01-01-2023,50,8,Yes,Yes,Yes,No,APAC,Yes,4.2,Yes
CUST03654,01-07-2024,50,1,Yes,Yes,Yes,No,APAC,Yes,4,Yes
CUST03162,01-04-2024,10,10,Yes,Yes,Yes,No,MEA,Yes,4,Yes
CUST02428,01-10-2024,1000,11,Yes,Yes,Yes,No,APAC,Yes,3.9,Yes
CUST04956,01-04-2023,250,0,Yes,No,Yes,No,APAC,Yes,2.8,Yes
CUST04260,01-08-2024,10,0,Yes,Yes,Yes,No,EU,Yes,4,Yes
CUST00415,01-06-2024,1000,8,No,No,No,No,South America,Yes,2.9,No
CUST04095,01-01-2024,5,10,Yes,Yes,Yes,No,North America,Yes,3.9,Yes
CUST04251,01-08-2023,500,0,Yes,Yes,Yes,No,Oceania,Yes,3.7,Yes
CUST01836,01-07-2023,10,12,Yes,Yes,Yes,No,North America,Yes,3.5,Yes
CUST02069,01-04-2023,10,5,Yes,Yes,Yes,Yes,EU,Yes,3.6,Yes
CUST02871,01-07-2024,1000,12,Yes,Yes,Yes,No,North America,Yes,3.5,Yes
CUST01023,01-11-2024,250,7,Yes,Yes,Yes,No,South America,No,3.8,Yes
CUST00399,01-02-2024,50,3,Yes,Yes,Yes,No,APAC,Yes,4.2,Yes
CUST02978,01-10-2023,100,10,No,Yes,Yes,No,Oceania,Yes,1.8,No
CUST02920,01-03-2023,10,1,Yes,Yes,Yes,No,EU,Yes,3.3,No
CUST03971,01-10-2023,25,12,Yes,No,Yes,No,MEA,Yes,2.8,Yes
CUST00129,01-11-2023,250,6,Yes,Yes,Yes,No,MEA,Yes,4.7,Yes
CUST01533,01-01-2024,500,7,Yes,Yes,Yes,No,APAC,Yes,4.1,Yes
CUST01051,01-10-2023,500,7,No,No,Yes,No,Oceania,Yes,2.6,Yes
CUST02953,01-01-2023,250,11,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST00344,01-11-2023,500,0,Yes,No,Yes,No,Oceania,Yes,2.5,No
CUST01425,01-09-2024,5,0,Yes,No,Yes,No,MEA,Yes,3,Yes
CUST00604,01-12-2024,1000,2,Yes,Yes,Yes,No,Oceania,Yes,3.5,Yes
CUST01591,01-03-2024,250,1,Yes,No,Yes,No,APAC,Yes,2,No
CUST04829,01-01-2024,100,12,Yes,Yes,Yes,No,Oceania,Yes,3.9,Yes
CUST04252,01-08-2024,1000,2,Yes,Yes,Yes,No,MEA,No,3.5,Yes
CUST02149,01-02-2024,100,9,Yes,Yes,Yes,No,Oceania,Yes,3.7,Yes
CUST00748,01-12-2024,250,4,No,No,No,No,South America,Yes,2.5,No
CUST00500,01-11-2024,50,2,Yes,Yes,Yes,No,North America,Yes,3.9,Yes
CUST03357,01-07-2023,25,4,Yes,Yes,Yes,No,North America,Yes,3.7,Yes
CUST00386,01-10-2024,50,8,Yes,Yes,Yes,No,EU,Yes,2.9,No
CUST04234,01-01-2024,5,7,Yes,No,Yes,No,EU,Yes,2.7,No
CUST04344,01-11-2023,10,12,Yes,Yes,Yes,No,Oceania,Yes,3.3,No
CUST01736,01-12-2023,10,2,Yes,No,Yes,No,MEA,Yes,2.9,No
CUST02558,01-02-2023,25,7,Yes,Yes,Yes,No,South America,Yes,3.3,No
CUST04823,01-07-2023,5,4,Yes,Yes,Yes,No,Oceania,Yes,4.7,Yes
CUST01179,01-04-2023,500,2,Yes,Yes,Yes,No,MEA,No,3.6,Yes
CUST00880,01-12-2023,10,11,Yes,Yes,Yes,No,Oceania,No,3.7,Yes
CUST01506,01-07-2024,500,1,Yes,No,Yes,No,North America,Yes,3,Yes
CUST01007,01-03-2024,100,7,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST03658,01-12-2023,10,3,Yes,No,Yes,No,South America,Yes,3,Yes
CUST02306,01-03-2023,1000,6,Yes,No,Yes,No,MEA,Yes,3.1,Yes
CUST00273,01-09-2024,100,0,Yes,Yes,Yes,No,EU,Yes,4,Yes
CUST02896,01-05-2024,5,12,No,No,Yes,No,North America,Yes,2.6,No
CUST03096,01-08-2024,25,10,Yes,Yes,Yes,No,North America,Yes,3.8,Yes
CUST02873,01-06-2024,10,12,Yes,No,Yes,No,South America,Yes,3,Yes
CUST01607,01-08-2024,50,11,Yes,Yes,Yes,No,MEA,Yes,5,Yes
CUST04691,01-11-2024,5,3,No,No,No,No,Oceania,Yes,2.8,No
CUST02448,01-02-2023,25,12,Yes,No,Yes,No,South America,Yes,3.1,No
CUST02852,01-01-2024,10,9,Yes,Yes,Yes,No,North America,Yes,3.2,No
CUST01325,01-12-2024,500,0,Yes,Yes,Yes,No,MEA,Yes,3.8,Yes
CUST02058,01-02-2024,5,1,Yes,Yes,Yes,No,Oceania,Yes,3.8,Yes
CUST03903,01-02-2023,50,11,No,No,Yes,No,Oceania,Yes,2.7,No
CUST03123,01-11-2023,25,12,Yes,Yes,Yes,No,North America,Yes,3.4,No
CUST02767,01-10-2024,500,12,Yes,Yes,Yes,No,South America,Yes,3.8,Yes
CUST02155,01-01-2023,25,9,Yes,Yes,Yes,No,South America,Yes,4.4,Yes
CUST04867,01-08-2024,25,1,Yes,No,Yes,No,MEA,Yes,3,No
CUST01730,01-05-2023,10,1,Yes,No,Yes,No,APAC,Yes,1.8,No
CUST04586,01-07-2023,50,8,Yes,Yes,Yes,No,Oceania,Yes,3.8,Yes
CUST02723,01-06-2024,5,3,No,No,No,No,Oceania,Yes,2.9,Yes
CUST04571,01-07-2024,500,2,Yes,Yes,Yes,No,South America,Yes,4.4,Yes
CUST04677,01-11-2024,25,9,No,No,Yes,No,MEA,Yes,2.6,Yes
CUST02895,01-08-2024,25,9,Yes,No,Yes,No,North America,Yes,2.9,No
CUST03364,01-05-2023,100,11,Yes,Yes,Yes,No,North America,Yes,4.5,Yes
CUST01841,01-04-2024,1000,10,Yes,Yes,Yes,No,MEA,Yes,1.8,Yes
CUST01962,01-11-2024,500,10,No,No,Yes,No,MEA,Yes,2.9,No
CUST04425,01-06-2024,500,2,Yes,Yes,Yes,No,North America,Yes,4,Yes
CUST04863,01-04-2024,1000,11,No,No,No,No,APAC,Yes,1.2,Yes
CUST04602,01-06-2024,1000,9,No,Yes,No,No,EU,Yes,2.1,No
CUST02676,01-09-2023,50,9,Yes,Yes,Yes,No,Oceania,Yes,3.4,No
CUST01940,01-08-2024,500,2,Yes,No,Yes,No,APAC,Yes,3.1,Yes
CUST04574,01-05-2024,1000,0,No,Yes,Yes,No,APAC,No,2.7,No
CUST00014,01-03-2023,25,5,Yes,Yes,Yes,No,Oceania,Yes,3.1,No
CUST04823,01-10-2023,250,9,Yes,Yes,Yes,No,Oceania,Yes,4.8,Yes
CUST03059,01-01-2023,10,2,Yes,Yes,Yes,No,MEA,Yes,4.5,Yes
CUST00746,01-12-2023,500,6,Yes,Yes,Yes,No,North America,Yes,3.2,No
CUST02011,01-02-2023,10,5,No,No,Yes,No,EU,Yes,2.7,Yes
CUST02614,01-02-2023,50,4,Yes,Yes,Yes,No,APAC,Yes,5,Yes
CUST04571,01-11-2024,100,2,Yes,Yes,Yes,No,South America,Yes,4.4,Yes
CUST02947,01-04-2023,25,8,Yes,Yes,Yes,No,APAC,Yes,5,Yes
CUST04620,01-03-2023,1000,7,No,Yes,Yes,No,North America,Yes,1.7,No
CUST03183,01-01-2023,25,10,Yes,No,Yes,No,EU,Yes,2.5,No
CUST03487,01-12-2023,50,2,Yes,Yes,Yes,No,Oceania,No,3.5,Yes
CUST04507,01-03-2024,10,9,Yes,Yes,Yes,No,EU,Yes,3.7,Yes
CUST04079,01-01-2023,1000,3,Yes,Yes,Yes,No,MEA,Yes,4,Yes
CUST01908,01-05-2023,250,3,Yes,Yes,Yes,No,MEA,Yes,3.2,No
CUST03992,01-01-2023,50,3,Yes,Yes,Yes,No,Oceania,Yes,4.3,Yes
CUST01648,01-04-2024,1000,4,Yes,Yes,Yes,No,South America,Yes,3.2,Yes
CUST04777,01-08-2023,5,2,Yes,Yes,Yes,No,North America,Yes,4.6,Yes
CUST02664,01-07-2024,1000,9,Yes,Yes,Yes,No,Oceania,Yes,4.1,Yes
CUST01883,01-04-2023,10,11,No,No,No,No,Oceania,Yes,2.4,Yes
CUST00329,01-01-2023,250,12,Yes,Yes,Yes,No,South America,Yes,3.2,No
CUST04368,01-09-2023,100,7,Yes,Yes,Yes,No,South America,Yes,3.4,Yes
CUST04271,01-09-2023,25,0,No,Yes,Yes,No,EU,Yes,2.6,No
CUST02206,01-03-2024,5,4,Yes,No,Yes,No,South America,Yes,2.8,Yes
CUST04718,01-10-2023,50,0,Yes,Yes,Yes,No,North America,Yes,3.2,No
CUST01688,01-05-2024,50,0,Yes,Yes,Yes,No,APAC,Yes,5,Yes
CUST04330,01-12-2023,100,6,Yes,Yes,Yes,No,North America,Yes,4.1,Yes
CUST04237,01-11-2024,50,12,Yes,Yes,Yes,No,North America,Yes,3.9,Yes
CUST02167,01-04-2024,10,9,No,No,No,No,Oceania,No,2.2,Yes
CUST00382,01-09-2023,25,11,Yes,Yes,Yes,No,EU,Yes,4.1,Yes
CUST03593,01-05-2024,10,0,No,Yes,No,No,APAC,No,2.6,Yes
CUST01434,01-05-2024,50,0,Yes,Yes,Yes,Yes,EU,Yes,3.6,Yes
CUST04145,01-04-2024,1000,9,Yes,Yes,Yes,No,APAC,Yes,5,Yes
CUST03882,01-01-2023,500,11,Yes,Yes,Yes,No,EU,Yes,4.7,Yes
CUST03442,01-07-2024,10,1,Yes,Yes,Yes,No,MEA,Yes,4.5,Yes
CUST03405,01-01-2024,25,2,No,Yes,No,No,North America,Yes,2.9,No
CUST04245,01-06-2023,100,9,Yes,No,Yes,No,EU,Yes,3,No
CUST02205,01-11-2024,100,3,Yes,Yes,Yes,No,MEA,Yes,3.6,Yes
CUST02200,01-02-2024,10,9,Yes,Yes,Yes,No,APAC,Yes,3.7,Yes
CUST03533,01-10-2023,50,12,Yes,Yes,Yes,No,APAC,Yes,3.8,Yes
CUST04472,01-02-2024,1000,7,Yes,Yes,Yes,No,APAC,Yes,2.5,No
CUST02730,01-11-2023,500,9,Yes,Yes,Yes,No,APAC,Yes,4.4,Yes
CUST00596,01-09-2024,10,4,Yes,Yes,Yes,No,APAC,Yes,4.1,Yes
CUST03911,01-03-2023,500,2,Yes,Yes,Yes,No,South America,Yes,4,Yes
CUST03497,01-07-2023,10,5,Yes,No,Yes,No,Oceania,Yes,2.1,Yes
CUST03120,01-10-2024,250,12,Yes,Yes,Yes,No,South America,Yes,3.2,No
CUST03801,01-08-2024,1000,4,Yes,No,Yes,No,MEA,Yes,1.9,No
CUST02637,01-05-2023,100,4,Yes,No,Yes,No,MEA,Yes,2.4,No
CUST03071,01-12-2023,5,4,Yes,Yes,Yes,No,Oceania,Yes,3.2,No
CUST02824,01-08-2023,10,0,No,Yes,No,No,Oceania,Yes,2.7,No
CUST01493,01-12-2023,250,2,No,No,Yes,No,MEA,Yes,2.8,Yes
CUST03317,01-11-2024,500,6,Yes,Yes,Yes,No,South America,No,3.3,Yes
CUST03903,01-05-2024,1000,5,Yes,Yes,Yes,No,Oceania,Yes,3.9,Yes
CUST02310,01-01-2023,100,10,Yes,Yes,Yes,No,North America,Yes,3.5,Yes
CUST04938,01-06-2024,1000,8,Yes,Yes,Yes,No,EU,Yes,3.9,Yes
CUST04585,01-10-2023,25,0,Yes,Yes,Yes,No,South America,Yes,4.3,Yes
CUST03861,01-06-2023,50,1,No,Yes,No,No,South America,No,2.9,Yes
CUST03214,01-06-2023,250,5,No,Yes,No,Yes,EU,Yes,2.8,No
CUST03297,01-03-2023,5,10,Yes,No,Yes,No,APAC,Yes,3.1,Yes
CUST03593,01-03-2023,25,6,Yes,Yes,Yes,No,APAC,No,3.9,Yes
CUST01524,01-11-2024,25,5,Yes,Yes,Yes,Yes,EU,No,4.6,Yes
CUST03556,01-07-2024,25,8,Yes,No,Yes,No,EU,Yes,1.9,No
CUST04260,01-02-2024,1000,8,Yes,Yes,Yes,No,EU,Yes,3.9,Yes
CUST00975,01-09-2024,500,5,Yes,Yes,Yes,Yes,EU,Yes,5,Yes
CUST01671,01-08-2024,10,5,Yes,Yes,Yes,No,MEA,Yes,3.6,Yes
CUST04230,01-12-2023,250,2,Yes,Yes,Yes,No,North America,Yes,5,Yes
CUST04806,01-12-2024,250,7,Yes,Yes,Yes,No,Oceania,Yes,3.2,Yes
CUST03895,01-01-2024,50,6,Yes,Yes,Yes,No,MEA,Yes,3.7,Yes
CUST02804,01-05-2024,25,5,Yes,Yes,Yes,No,South America,Yes,3.2,No
CUST01532,01-06-2023,100,11,Yes,Yes,Yes,No,EU,Yes,4.3,Yes
CUST03817,01-04-2023,1000,6,No,No,Yes,No,Oceania,Yes,2.8,Yes
CUST02213,01-03-2023,100,12,Yes,No,Yes,Yes,EU,Yes,2.6,Yes
CUST04657,01-07-2024,1000,4,No,Yes,Yes,No,South America,No,2.7,Yes
CUST04080,01-11-2024,500,6,No,Yes,No,No,South America,Yes,2.7,No
CUST00582,01-07-2024,250,0,Yes,Yes,Yes,No,APAC,Yes,3.4,No
CUST03558,01-06-2023,25,6,Yes,Yes,Yes,No,MEA,Yes,4.2,Yes
CUST03530,01-06-2023,25,3,Yes,Yes,Yes,No,South America,Yes,4.8,Yes
CUST02383,01-09-2024,10,10,Yes,Yes,Yes,No,APAC,No,4.4,Yes
CUST02685,01-01-2023,50,11,No,No,No,No,APAC,Yes,2.9,No
CUST00231,01-04-2024,1000,5,Yes,Yes,Yes,No,South America,Yes,2.1,No
CUST01884,01-09-2023,10,1,Yes,Yes,Yes,No,North America,Yes,3,No
CUST04099,01-07-2023,50,8,Yes,Yes,Yes,No,North America,Yes,3.5,Yes
CUST01912,01-08-2023,100,12,Yes,Yes,Yes,No,EU,Yes,5,Yes
CUST00685,01-08-2024,1000,10,Yes,Yes,Yes,No,North America,Yes,3.6,Yes
CUST04177,01-09-2024,25,11,Yes,No,Yes,No,North America,Yes,2.7,Yes
CUST01956,01-05-2023,50,3,Yes,Yes,Yes,Yes,EU,Yes,5,Yes
CUST01299,01-01-2023,50,7,Yes,Yes,Yes,No,MEA,Yes,4.1,Yes
CUST04484,01-12-2023,5,0,No,No,Yes,No,Oceania,Yes,2.8,No
CUST04923,01-07-2023,25,7,Yes,Yes,Yes,No,APAC,Yes,3.7,Yes
CUST01369,01-07-2023,10,7,No,No,Yes,No,South America,Yes,2.3,Yes
CUST02267,01-01-2024,50,11,Yes,Yes,Yes,No,EU,Yes,4.8,Yes
CUST00652,01-09-2024,250,12,Yes,Yes,Yes,No,EU,Yes,4.5,Yes
CUST02111,01-11-2024,10,4,Yes,Yes,Yes,No,APAC,No,5,Yes
CUST03099,01-05-2024,50,6,Yes,Yes,Yes,No,APAC,Yes,3.8,Yes
CUST02756,01-05-2024,100,3,Yes,No,Yes,Yes,EU,Yes,2.9,Yes
CUST03736,01-10-2024,100,10,No,Yes,Yes,No,MEA,No,2.4,Yes
CUST04049,01-03-2024,100,10,Yes,Yes,Yes,No,South America,No,4.8,Yes
CUST01178,01-02-2024,1000,7,Yes,Yes,Yes,Yes,EU,Yes,3.6,Yes
CUST02258,01-04-2023,250,9,Yes,No,Yes,No,MEA,Yes,1.9,Yes
CUST01043,01-01-2024,1000,1,Yes,Yes,Yes,No,APAC,Yes,3,No
CUST02557,01-01-2024,25,1,Yes,Yes,Yes,No,Oceania,Yes,4.1,Yes
CUST03685,01-08-2023,10,8,Yes,No,Yes,No,Oceania,Yes,3,No
CUST02936,01-12-2023,5,2,No,Yes,Yes,No,North America,No,2.4,Yes
CUST01624,01-05-2024,1000,10,Yes,Yes,Yes,No,North America,No,4.1,Yes
CUST02085,01-03-2024,10,8,Yes,Yes,Yes,No,North America,Yes,5,Yes
CUST02455,01-12-2024,500,0,Yes,Yes,Yes,No,EU,Yes,3.9,Yes
CUST02472,01-09-2024,10,10,Yes,Yes,Yes,No,North America,Yes,3.6,Yes
CUST04779,01-07-2023,1000,2,Yes,Yes,Yes,No,APAC,Yes,5,Yes
CUST02386,01-09-2024,250,8,No,Yes,No,No,South America,Yes,2.9,Yes
CUST01295,01-06-2024,5,10,Yes,Yes,Yes,No,MEA,Yes,3.4,No
CUST04069,01-02-2024,5,5,Yes,Yes,Yes,No,Oceania,Yes,3.2,Yes
CUST00919,01-09-2024,10,3,Yes,No,Yes,Yes,EU,Yes,2.7,Yes
CUST04748,01-01-2023,250,11,No,No,No,No,EU,No,2.9,No
CUST01604,01-08-2023,25,10,Yes,Yes,Yes,No,APAC,Yes,3.5,Yes
CUST02996,01-09-2024,500,1,Yes,No,Yes,No,MEA,Yes,1.9,No
CUST03387,01-12-2023,250,2,Yes,Yes,Yes,No,South America,Yes,3.9,Yes
CUST01082,01-11-2023,100,12,Yes,Yes,Yes,No,North America,Yes,4.5,Yes
CUST00376,01-09-2024,250,11,Yes,Yes,Yes,No,APAC,Yes,3.5,Yes
CUST01409,01-09-2023,10,2,Yes,Yes,Yes,No,Oceania,Yes,4.9,Yes
CUST02104,01-05-2023,5,8,Yes,No,Yes,No,South America,Yes,2.9,Yes
CUST00017,01-03-2023,250,8,Yes,Yes,Yes,No,South America,Yes,3.7,Yes
CUST00433,01-02-2024,25,10,Yes,Yes,Yes,No,APAC,Yes,3.8,Yes
CUST04051,01-12-2024,5,2,Yes,Yes,Yes,No,APAC,Yes,3.4,Yes
CUST00237,01-10-2023,5,4,Yes,Yes,Yes,No,Oceania,No,3.4,No
CUST00307,01-07-2024,500,9,Yes,Yes,Yes,No,South America,Yes,3.9,Yes
CUST04529,01-07-2023,500,9,Yes,Yes,Yes,No,APAC,Yes,2.8,No
CUST00024,01-04-2024,25,4,Yes,Yes,Yes,No,EU,Yes,3.9,Yes
CUST03310,01-10-2024,5,11,Yes,No,Yes,No,APAC,Yes,2.9,No
CUST01014,01-04-2023,1000,8,Yes,Yes,Yes,No,Oceania,Yes,4,Yes
CUST00681,01-02-2024,100,10,Yes,Yes,Yes,No,EU,Yes,2.5,No
CUST01849,01-02-2024,1000,8,Yes,Yes,Yes,No,Oceania,Yes,3.2,No
CUST01516,01-08-2023,100,9,Yes,Yes,Yes,No,South America,No,4.5,Yes
CUST00952,01-07-2023,5,0,Yes,Yes,Yes,No,North America,Yes,2.7,No
CUST00415,01-10-2024,10,9,Yes,No,Yes,No,South America,Yes,2.8,No
CUST04849,01-05-2023,50,7,Yes,Yes,Yes,No,APAC,Yes,3.7,Yes
CUST01424,01-06-2023,1000,10,Yes,Yes,Yes,No,Oceania,Yes,3.9,Yes
CUST04512,01-09-2023,250,2,Yes,Yes,Yes,No,MEA,Yes,4.6,Yes
CUST04972,01-11-2023,100,5,Yes,No,Yes,No,APAC,Yes,3,No
CUST04986,01-08-2023,500,5,Yes,Yes,Yes,No,MEA,Yes,2.2,Yes
CUST04773,01-04-2023,5,9,Yes,Yes,Yes,No,South America,No,3.3,No
CUST02448,01-02-2024,1000,8,Yes,Yes,Yes,No,South America,Yes,4.3,Yes
CUST02189,01-05-2024,500,6,Yes,Yes,Yes,No,EU,Yes,2.8,No
CUST03192,01-06-2023,10,1,Yes,No,Yes,No,North America,Yes,3,Yes
CUST00450,01-04-2024,250,10,Yes,Yes,Yes,No,South America,Yes,3,Yes
CUST02936,01-05-2024,250,10,Yes,Yes,Yes,No,North America,No,4.3,Yes
CUST03177,01-10-2024,100,3,Yes,Yes,Yes,No,EU,No,3.4,No
CUST04946,01-07-2024,1000,7,Yes,Yes,Yes,No,APAC,Yes,3.6,Yes
CUST00092,01-06-2023,250,5,Yes,Yes,Yes,No,Oceania,Yes,2.4,No
CUST04517,01-10-2024,1000,6,Yes,Yes,Yes,No,EU,Yes,4.5,Yes
CUST02600,01-07-2023,5,2,Yes,Yes,Yes,No,MEA,Yes,3.4,No
CUST02952,01-04-2024,10,2,Yes,No,Yes,No,North America,Yes,2.4,No
CUST03126,01-08-2023,500,8,Yes,Yes,Yes,No,MEA,No,4.4,Yes
CUST03719,01-10-2024,5,2,Yes,Yes,Yes,No,APAC,Yes,4.6,Yes
CUST01538,01-03-2024,100,1,Yes,Yes,Yes,No,South America,Yes,4.6,Yes
CUST03169,01-09-2024,100,12,Yes,Yes,Yes,No,North America,Yes,4.3,Yes
CUST01896,01-10-2024,250,9,Yes,Yes,Yes,No,North America,Yes,2.3,Yes
CUST00185,01-07-2023,50,10,Yes,Yes,Yes,No,APAC,No,3.9,Yes
CUST01457,01-03-2023,50,3,Yes,Yes,Yes,No,North America,Yes,4,Yes
CUST01495,01-03-2023,100,1,Yes,Yes,Yes,No,EU,Yes,3.7,Yes
CUST01149,01-11-2024,250,9,Yes,Yes,Yes,No,MEA,Yes,4.7,Yes
CUST03406,01-05-2023,5,8,No,Yes,Yes,No,APAC,Yes,2.9,No
CUST01288,01-05-2024,1000,10,Yes,Yes,Yes,No,South America,Yes,5,Yes
CUST04948,01-06-2024,50,5,Yes,No,Yes,No,Oceania,Yes,3.1,No
CUST02239,01-02-2023,5,0,Yes,Yes,Yes,No,MEA,Yes,3.4,Yes
CUST01874,01-01-2024,500,2,Yes,Yes,Yes,No,APAC,No,3.1,Yes
CUST01751,01-02-2024,5,0,Yes,Yes,Yes,No,EU,Yes,4.3,Yes
CUST01245,01-05-2023,10,8,Yes,Yes,Yes,No,South America,Yes,4,Yes
CUST02247,01-06-2023,1000,9,Yes,Yes,Yes,No,APAC,Yes,4.8,Yes
CUST00174,01-11-2024,500,1,Yes,Yes,Yes,No,South America,Yes,1.6,Yes
CUST04313,01-02-2023,5,1,Yes,Yes,Yes,No,Oceania,Yes,3.6,Yes
CUST03278,01-04-2024,1000,0,Yes,Yes,Yes,No,MEA,Yes,4.1,Yes
CUST02022,01-04-2023,250,0,Yes,Yes,Yes,No,Oceania,No,4.1,Yes
CUST01397,01-08-2023,250,8,Yes,Yes,Yes,No,MEA,Yes,3.2,No
CUST00174,01-04-2024,10,10,Yes,Yes,Yes,No,South America,Yes,3.8,Yes
CUST03395,01-02-2024,10,0,Yes,Yes,Yes,No,MEA,Yes,4,Yes
